                              OYUNCU Seviye: 0 Harfler: EEEEE Skorları 

7.07.2021 17:53:34 | 1     | +0      | +0      | +60    | -60    | -60,00
7.07.2021 17:54:45 | 1     | +15    | +0      | +45    | -30    | -30,00
7.07.2021 17:55:50 | 1     | +1      | +0      | +59    | -58    | -58,00
7.07.2021 17:56:59 | 1     | +0      | +0      | +60    | -60    | -60,00
7.07.2021 17:58:05 | 1     | +5      | +0      | +55    | -50    | -50,00
7.07.2021 17:59:31 | 1     | +5      | +0      | +55    | -50    | -50,00
7.07.2021 18:00:40 | 1     | +0      | +0      | +60    | -60    | -60,00
7.07.2021 18:01:53 | 1     | +16    | +0      | +44    | -28    | -28,00
7.07.2021 18:04:02 | 1     | +0      | +0      | +70    | -70    | -70,00
7.07.2021 18:05:14 | 1     | +0      | +0      | +70    | -70    | -70,00
7.07.2021 18:07:14 | 1     | +0      | +0      | +70    | -70    | -70,00
7.07.2021 18:08:23 | 1     | +0      | +0      | +80    | -80    | -80,00
7.07.2021 18:09:35 | 1     | +0      | +0      | +80    | -80    | -80,00
7.07.2021 18:12:18 | 1     | +0      | +0      | +60    | -60    | -60,00
7.07.2021 18:13:35 | 1     | +0      | +0      | +60    | -60    | -60,00
7.07.2021 18:15:03 | 1     | +0      | +0      | +93    | -93    | -93,00
7.07.2021 18:16:45 | 1     | +0      | +0      | +77    | -77    | -77,00
7.07.2021 18:19:05 | 1     | +0      | +0      | +60    | -60    | -60,00
7.07.2021 18:20:26 | 1     | +0      | +0      | +60    | -60    | -60,00
7.07.2021 18:22:33 | 1     | +0      | +0      | +60    | -60    | -60,00
